Project ID,Transaction ID,2010 Census Tract,"Metro/Non-Metro, 2010 Census",Origination Year,Community Development Entity (CDE) Name,QLICI Amount,City,Standard_City,State,Standard_State,Zip Code,Purpose of Investment,QALICB Type,Multi-CDE,Multi-Tract QLICI
AL0031,142,1003011501,Non-Metropolitan,2013,"Hampton Roads Ventures, LLC","$5,979,500.00 ",Foley,Foley,AL,Alabama,36535,Business Financing,NRE,YES,NO
AL0031,143,1003011501,Non-Metropolitan,2013,"Hampton Roads Ventures, LLC","$6,145,500.00 ",Foley,Foley,AL,Alabama,36535,Business Financing,NRE,YES,NO
AL0031,144,1003011501,Non-Metropolitan,2013,"MuniStrategies, LLC","$7,500,000.00 ",Foley,Foley,AL,Alabama,36535,Business Financing,NRE,YES,NO
AL0031,145,1003011501,Non-Metropolitan,2013,"MuniStrategies, LLC","$2,000,000.00 ",Foley,Foley,AL,Alabama,36535,Business Financing,NRE,YES,NO
AL0031,146,1003011501,Non-Metropolitan,2013,"MuniStrategies, LLC","$400,000.00 ",Foley,Foley,AL,Alabama,36535,Business Financing,NRE,YES,NO
AL0032,147,1081040700,Metropolitan,2013,"Dakotas America, LLC","$4,867,000.00 ",Auburn,Auburn,AL,Alabama,36832,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
AL0032,148,1081040700,Metropolitan,2013,"Dakotas America, LLC","$2,854,000.00 ",Auburn,Auburn,AL,Alabama,36832,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
AL0032,149,1081040700,Metropolitan,2013,"Dakotas America, LLC","$2,279,000.00 ",Auburn,Auburn,AL,Alabama,36832,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
AL0033,150,1053970500,Non-Metropolitan,2013,"Advantage Capital Community Development Fund, LLC","$2,354,333.10 ",Atmore,Atmore,AL,Alabama,36502,Business Financing,NRE,NO,NO
AL0033,151,1053970500,Non-Metropolitan,2013,"Advantage Capital Community Development Fund, LLC","$3,923,888.50 ",Atmore,Atmore,AL,Alabama,36502,Business Financing,NRE,NO,NO
AL0034,152,1015000500,Metropolitan,2014,"Advantage Capital Community Development Fund, LLC","$2,291,000.00 ",Anniston,Anniston,AL,Alabama,36201,Business Financing,NRE,NO,NO
AL0035,153,1097001200,Metropolitan,2014,"Whitney New Markets Fund, LLC","$3,725,000.00 ",Mobile,Mobile,AL,Alabama,36602,Business Financing,RE,NO,NO
AL0035,154,1097001200,Metropolitan,2014,"Whitney New Markets Fund, LLC","$1,275,000.00 ",Mobile,Mobile,AL,Alabama,36602,Business Financing,RE,NO,NO
AL0036,155,1017954300,Non-Metropolitan,2016,People Incorporated Financial Services,"$4,880,050.00 ",Lanett,Lanett,AL,Alabama,36863,Business Financing,NRE,YES,NO
AL0036,156,1017954300,Non-Metropolitan,2016,People Incorporated Financial Services,"$2,127,950.00 ",Lanett,Lanett,AL,Alabama,36863,Business Financing,NRE,YES,NO
AL0036,157,1017954300,Non-Metropolitan,2015,Chase New Markets Corporation,"$1,337,000.00 ",Lanett,Lanett,AL,Alabama,36863,Business Financing,NRE,YES,NO
AL0036,158,1017954300,Non-Metropolitan,2015,Chase New Markets Corporation,"$663,000.00 ",Lanett,Lanett,AL,Alabama,36863,Business Financing,NRE,YES,NO
AL0036,159,1017954300,Non-Metropolitan,2015,"AMCREF Community Capital, LLC","$11,107,800.00 ",Lanett,Lanett,AL,Alabama,36863,Business Financing,NRE,YES,NO
AL0036,160,1017954300,Non-Metropolitan,2015,"AMCREF Community Capital, LLC","$4,192,200.00 ",Lanett,Lanett,AL,Alabama,36863,Business Financing,NRE,YES,NO
AL0036,161,1017954300,Non-Metropolitan,2015,"Waveland Community Development, LLC","$5,576,250.00 ",Lanett,Lanett,AL,Alabama,36863,Business Financing,NRE,YES,NO
AL0036,162,1017954300,Non-Metropolitan,2015,"Waveland Community Development, LLC","$1,923,750.00 ",Lanett,Lanett,AL,Alabama,36863,Business Financing,NRE,YES,NO
AL0037,163,1053970500,Non-Metropolitan,2016,"The Valued Advisor Fund, LLC","$261,096.19 ",Atmore,Atmore,AL,Alabama,36502,Business Financing,SPE,YES,NO
AL0037,164,1053970500,Non-Metropolitan,2015,"PNC Community Partners, Inc.","$1,010,718.71 ",Atmore,Atmore,AL,Alabama,36502,Business Financing,NRE,YES,NO
AL0038,165,1089001301,Metropolitan,2015,"Advantage Capital Community Development Fund, LLC","$2,500,000.00 ",Huntsville,Huntsville,AL,Alabama,35816,Business Financing,NRE,NO,NO
AL0039,166,29091090800,Non-Metropolitan,2015,"Morgan Stanley New Markets, Inc.","$5,112,100.00 ",Guntersville,Guntersville,AL,Alabama,35976,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
AL0039,167,1095030701,Non-Metropolitan,2015,"Morgan Stanley New Markets, Inc.","$1,887,900.00 ",Guntersville,Guntersville,AL,Alabama,35976,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
AL0040,168,1073002700,Metropolitan,2015,"Brownfield Revitalization, LLC","$4,421,300.00 ",Birmingham,Birmingham,AL,Alabama,35203,Real Estate–Rehabilitation–Commercial,RE,NO,NO
AL0040,169,1073002700,Metropolitan,2015,"Brownfield Revitalization, LLC","$1,948,700.00 ",Birmingham,Birmingham,AL,Alabama,35203,Real Estate–Rehabilitation–Commercial,RE,NO,NO
AL0041,170,1073002700,Metropolitan,2015,"National New Markets Fund, LLC","$16,095,800.00 ",Birmingham,Birmingham,AL,Alabama,35203,Real Estate–Rehabilitation–Commercial,RE,NO,NO
AL0041,171,1073002700,Metropolitan,2015,"National New Markets Fund, LLC","$6,559,200.00 ",Birmingham,Birmingham,AL,Alabama,35203,Real Estate–Rehabilitation–Commercial,RE,NO,NO
AL0042,172,1097007400,Metropolitan,2015,"MuniStrategies, LLC","$6,980,000.00 ",Mobile,Mobile,AL,Alabama,36615,Business Financing,NRE,NO,NO
AL0042,173,1097007400,Metropolitan,2015,"MuniStrategies, LLC","$2,265,000.00 ",Mobile,Mobile,AL,Alabama,36615,Business Financing,NRE,NO,NO
AL0042,174,1097007400,Metropolitan,2015,"MuniStrategies, LLC","$755,000.00 ",Mobile,Mobile,AL,Alabama,36615,Business Financing,NRE,NO,NO
AL0043,175,1053970300,Non-Metropolitan,2015,"Advantage Capital Community Development Fund, LLC","$1,300,000.00 ",Flomaton,Flomaton,AL,Alabama,36441,Business Financing,NRE,NO,NO
AL0044,176,1073001200,Metropolitan,2015,"Advantage Capital Community Development Fund, LLC","$1,145,000.00 ",Birmingham,Birmingham,AL,Alabama,35204,Business Financing,NRE,NO,NO
AL0044,177,1073001200,Metropolitan,2015,"Advantage Capital Community Development Fund, LLC","$1,145,000.00 ",Birmingham,Birmingham,AL,Alabama,35204,Business Financing,NRE,NO,NO
AL0045,178,1003011501,Non-Metropolitan,2013,"Pacesetter CDE, Inc.","$6,000,000.00 ",Foley,Foley,AL,Alabama,36535,Business Financing,RE,NO,NO
AL0045,179,1003011501,Non-Metropolitan,2013,"Pacesetter CDE, Inc.","$2,000,000.00 ",Foley,Foley,AL,Alabama,36535,Business Financing,RE,NO,NO
AL0046,180,1073000800,Metropolitan,2016,"DV Community Investment, LLC","$3,989,029.00 ",BIRMINGHAM,Birmingham,AL,Alabama,35234,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
AL0046,181,1073000800,Metropolitan,2016,"DV Community Investment, LLC","$1,830,971.00 ",BIRMINGHAM,Birmingham,AL,Alabama,35234,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
AL0046,182,1073000800,Metropolitan,2016,"AMCREF Community Capital, LLC","$7,945,719.00 ",Birmingham,Birmingham,AL,Alabama,35234,Business Financing,NRE,YES,NO
AL0046,183,1073000800,Metropolitan,2016,"AMCREF Community Capital, LLC","$3,054,281.00 ",Birmingham,Birmingham,AL,Alabama,35234,Business Financing,NRE,YES,NO
AL0046,184,1073000800,Metropolitan,2016,"MBS Urban Initiatives CDE, LLC","$2,699,352.00 ",Birmingham,Birmingham,AL,Alabama,35234,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
AL0046,185,1073000800,Metropolitan,2016,"MBS Urban Initiatives CDE, LLC","$1,220,648.00 ",Birmingham,Birmingham,AL,Alabama,35234,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
AL0047,186,1089001301,Metropolitan,2016,"Urban Development Fund, LLC","$5,481,500.00 ",Huntsville,Huntsville,AL,Alabama,35816,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
AL0047,187,1089001301,Metropolitan,2016,"Urban Development Fund, LLC","$2,018,500.00 ",Huntsville,Huntsville,AL,Alabama,35816,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
AL0048,188,1127020100,Metropolitan,2016,"Enhanced Community Development, LLC","$5,806,667.00 ",Jasper,Jasper,AL,Alabama,35501,Business Financing,NRE,NO,NO
AL0048,189,1127020100,Metropolitan,2016,"Enhanced Community Development, LLC","$2,526,667.00 ",Jasper,Jasper,AL,Alabama,35501,Business Financing,NRE,NO,NO
AL0049,190,1031011000,Non-Metropolitan,2016,"Greenline Community Development Fund, LLC","$4,210,937.00 ",Enterprise,Enterprise,AL,Alabama,36330,Business Financing,NRE,NO,NO
AL0049,191,1031011000,Non-Metropolitan,2016,"Greenline Community Development Fund, LLC","$1,914,063.00 ",Enterprise,Enterprise,AL,Alabama,36330,Business Financing,NRE,NO,NO
AL0049,192,1031011000,Non-Metropolitan,2016,"Greenline Community Development Fund, LLC","$1,289,063.00 ",Enterprise,Enterprise,AL,Alabama,36330,Business Financing,NRE,NO,NO
AL0049,193,1031011000,Non-Metropolitan,2016,"Greenline Community Development Fund, LLC","$585,937.00 ",Enterprise,Enterprise,AL,Alabama,36330,Business Financing,NRE,NO,NO
AL0050,194,1053970500,Non-Metropolitan,2016,"The Valued Advisor Fund, LLC","$654,500.00 ",Atmore,Atmore,AL,Alabama,36502,Business Financing,SPE,NO,NO
AL0051,195,1053969900,Non-Metropolitan,2016,"The Valued Advisor Fund, LLC","$1,650,000.00 ",Brewton,Brewton,AL,Alabama,36246,Business Financing,SPE,NO,NO
AL0051,196,1053969900,Non-Metropolitan,2016,"The Valued Advisor Fund, LLC","$772,367.00 ",Brewton,Brewton,AL,Alabama,36246,Business Financing,SPE,NO,NO
AL0052,197,1025957800,Non-Metropolitan,2016,"The Valued Advisor Fund, LLC","$3,700,000.00 ",Grove Hill,Grove Hill,AL,Alabama,36451,Business Financing,NRE,NO,NO
AL0053,198,1003011501,Non-Metropolitan,2016,"The Valued Advisor Fund, LLC","$2,736,936.00 ",Foley,Foley,AL,Alabama,36535,Business Financing,SPE,NO,NO
AL0054,199,1003011501,Non-Metropolitan,2017,"The Valued Advisor Fund, LLC","$2,449,006.13 ",Foley,Foley,AL,Alabama,36535,Business Financing,SPE,YES,NO
AL0054,200,1003011501,Non-Metropolitan,2016,"PNC Community Partners, Inc.","$1,272,496.87 ",Foley,Foley,AL,Alabama,36535,Business Financing,NRE,YES,NO
AL0055,201,1073000300,Metropolitan,2016,"PNC Community Partners, Inc.","$4,174,800.00 ",Birmingham,Birmingham,AL,Alabama,35212,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
AL0055,202,1073000300,Metropolitan,2016,"PNC Community Partners, Inc.","$1,825,200.00 ",Birmingham,Birmingham,AL,Alabama,35212,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
AL0056,203,1059973300,Non-Metropolitan,2016,"MuniStrategies, LLC","$4,597,600.00 ",Phil Campbell,Phil Campbell,AL,Alabama,35581,Business Financing,NRE,NO,NO
AL0056,204,1059973300,Non-Metropolitan,2016,"MuniStrategies, LLC","$2,032,100.00 ",Phil Campbell,Phil Campbell,AL,Alabama,35581,Business Financing,NRE,NO,NO
AL0056,205,1059973300,Non-Metropolitan,2016,"MuniStrategies, LLC","$300,300.00 ",Phil Campbell,Phil Campbell,AL,Alabama,35581,Business Financing,NRE,NO,NO
AL0057,206,1073002400,Metropolitan,2017,"Advantage Capital Community Development Fund, LLC","$500,000.00 ",Birmingham,Birmingham,AL,Alabama,35233,Business Financing,NRE,NO,NO
AL0058,207,1099075900,Non-Metropolitan,2017,National Community Investment Fund,"$4,239,150.00 ",Monroeville,Monroeville,AL,Alabama,36460,Real Estate–Rehabilitation–Commercial,SPE,NO,NO
AL0058,208,1099075900,Non-Metropolitan,2017,National Community Investment Fund,"$1,660,850.00 ",Monroeville,Monroeville,AL,Alabama,36460,Real Estate–Rehabilitation–Commercial,SPE,NO,NO
AL0059,209,1053970500,Non-Metropolitan,2017,"The Valued Advisor Fund, LLC","$4,337,002.00 ",Atmore,Atmore,AL,Alabama,36502,Business Financing,SPE,NO,NO
AL0059,210,1053970500,Non-Metropolitan,2017,"The Valued Advisor Fund, LLC","$1,793,190.00 ",Atmore,Atmore,AL,Alabama,36502,Business Financing,SPE,NO,NO
AL0060,211,1035960500,Non-Metropolitan,2017,"The Valued Advisor Fund, LLC","$158,030.87 ",Evergreen,Evergreen,AL,Alabama,36401,Business Financing,NRE,NO,NO
AL0061,212,1003011501,Non-Metropolitan,2017,"The Valued Advisor Fund, LLC","$355,754.66 ",Foley,Foley,AL,Alabama,36535,Business Financing,NRE,NO,NO
AL0062,213,1121011700,Non-Metropolitan,2017,Chase New Markets Corporation,"$1,696,500.00 ",Sylacauga,Sylacauga,AL,Alabama,35150,Business Financing,NRE,YES,NO
AL0062,214,1121011700,Non-Metropolitan,2017,Chase New Markets Corporation,"$3,303,500.00 ",Sylacauga,Sylacauga,AL,Alabama,35150,Business Financing,NRE,YES,NO
AL0062,215,1121011700,Non-Metropolitan,2017,Rural Development Partners LLC,"$13,464,000.00 ",Sylacauga,Sylacauga,AL,Alabama,35150,Business Financing,NRE,YES,NO
AL0062,216,1121011700,Non-Metropolitan,2017,Rural Development Partners LLC,"$6,136,000.00 ",Sylacauga,Sylacauga,AL,Alabama,35150,Business Financing,NRE,YES,NO
AL0062,217,1121011700,Non-Metropolitan,2017,"MuniStrategies, LLC","$6,607,000.00 ",Sylacauga,Sylacauga,AL,Alabama,35150,Business Financing,NRE,YES,NO
AL0062,218,1121011700,Non-Metropolitan,2017,"MuniStrategies, LLC","$2,614,400.00 ",Sylacauga,Sylacauga,AL,Alabama,35150,Business Financing,NRE,YES,NO
AL0062,219,1121011700,Non-Metropolitan,2017,"MuniStrategies, LLC","$678,600.00 ",Sylacauga,Sylacauga,AL,Alabama,35150,Business Financing,NRE,YES,NO
AL0063,220,1073003900,Metropolitan,2017,"Empowerment Reinvestment Fund, LLC","$5,948,495.00 ",'Birmingham,Birmingham,AL,Alabama,35208,Business Financing,NRE,YES,NO
AL0063,221,1073003900,Metropolitan,2017,"Empowerment Reinvestment Fund, LLC","$2,691,505.00 ",'Birmingham,Birmingham,AL,Alabama,35208,Business Financing,NRE,YES,NO
AL0063,222,1073003900,Metropolitan,2017,"Enhanced Community Development, LLC","$3,154,248.00 ",Birmingham,Birmingham,AL,Alabama,35208,Business Financing,NRE,YES,NO
AL0063,223,1073003900,Metropolitan,2017,"Enhanced Community Development, LLC","$1,345,752.00 ",Birmingham,Birmingham,AL,Alabama,35208,Business Financing,NRE,YES,NO
AL0063,224,1073003900,Metropolitan,2017,"Stonehenge Community Development, LLC","$4,906,677.00 ",Birmingham,Birmingham,AL,Alabama,35208,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
AL0063,225,1073003900,Metropolitan,2017,"Stonehenge Community Development, LLC","$2,093,423.00 ",Birmingham,Birmingham,AL,Alabama,35208,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
AL0064,226,1097000200,Metropolitan,2017,"SOUTHERN COMMUNITY CAPITAL, LLC","$5,588,000.00 ",Mobile,Mobile,AL,Alabama,36602,Real Estate–Rehabilitation–Commercial,RE,NO,NO
AL0064,227,1097000200,Metropolitan,2017,"SOUTHERN COMMUNITY CAPITAL, LLC","$2,172,000.00 ",Mobile,Mobile,AL,Alabama,36602,Real Estate–Rehabilitation–Commercial,RE,NO,NO
AL0065,228,1013952700,Non-Metropolitan,2017,"United Bancorporation of Alabama, Inc","$1,426,383.00 ",Greenville,Greenville,AL,Alabama,36037,Real Estate–Rehabilitation–Commercial,SPE,NO,NO
AL0066,229,1053970500,Non-Metropolitan,2017,"United Bancorporation of Alabama, Inc","$492,892.80 ",Atmore,Atmore,AL,Alabama,36502,Business Financing,NRE,NO,NO
AL0067,230,1053970500,Non-Metropolitan,2017,"United Bancorporation of Alabama, Inc","$1,618,895.00 ","Atmore, Brewton, Atmore",Atmore,AL,Alabama,36502,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
AL0068,231,1025957602,Non-Metropolitan,2017,"United Bancorporation of Alabama, Inc","$390,000.00 ",Thomasville,Thomasville,AL,Alabama,36784,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
AL0069,232,1003011501,Non-Metropolitan,2017,"United Bancorporation of Alabama, Inc","$308,266.16 ",Foley,Foley,,Alabama,36535,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
AL0070,233,1003010904,Non-Metropolitan,2017,"United Bancorporation of Alabama, Inc","$4,652,200.00 ",Robertsdale,Robertsdale,TX,Alabama,36567,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
AL0070,234,1003010904,Non-Metropolitan,2017,"United Bancorporation of Alabama, Inc","$2,207,800.00 ",Robertsdale,Robertsdale,TX,Alabama,36567,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
AL0070,235,1003010904,Non-Metropolitan,2017,"SOUTHERN COMMUNITY CAPITAL, LLC","$5,316,800.00 ",Robertsdale,Robertsdale,AL,Alabama,35657,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
AL0070,236,1003010904,Non-Metropolitan,2017,"SOUTHERN COMMUNITY CAPITAL, LLC","$2,443,200.00 ",Robertsdale,Robertsdale,AL,Alabama,35657,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
AL0070,239,1003010904,Non-Metropolitan,2017,"Wells Fargo Community Development Enterprises, Inc.","$2,658,400.00 ",Robertsdale,Robertsdale,AL,Alabama,36567,Business Financing,SPE,YES,NO
AL0070,240,1003010904,Non-Metropolitan,2017,"Wells Fargo Community Development Enterprises, Inc.","$1,261,600.00 ",Robertsdale,Robertsdale,AL,Alabama,36567,Business Financing,SPE,YES,NO
AL0070,237,1003010904,Non-Metropolitan,2017,"Wells Fargo Community Development Enterprises, Inc.","$2,658,400.00 ",Robertsdale,Robertsdale,AL,Alabama,36567,Other Financing Purpose,CDE,YES,NO
AL0070,238,1003010904,Non-Metropolitan,2017,"Wells Fargo Community Development Enterprises, Inc.","$1,261,600.00 ",Robertsdale,Robertsdale,AL,Alabama,36567,Other Financing Purpose,CDE,YES,NO
AL0071,241,1073002200,Metropolitan,2017,Harbor Bankshares Corporation,"$1,715,000.00 ",Birmingham,Birmingham,AL,Alabama,35212,Business Financing,NRE,NO,NO
AR0001,242,5095950100,Non-Metropolitan,2005,Hope Enterprise Corporation,"$100,000.00 ",Brinkley,Brinkley,AR,Arkansas,72021,Business Financing,NRE,NO,NO
AR0002,243,5095950100,Non-Metropolitan,2005,Hope Enterprise Corporation,"$331,773.00 ",Brinkley,Brinkley,AR,Arkansas,72021,Business Financing,NRE,NO,NO
AR0002,244,5095950100,Non-Metropolitan,2005,Hope Enterprise Corporation,"$122,609.00 ",Brinkley,Brinkley,AR,Arkansas,72021,Business Financing,NRE,NO,NO
AR0003,245,5141460200,Non-Metropolitan,2005,"Heartland Renaissance Fund, LLC","$1,500,000.00 ",CLINTON,Clinton,AR,Arkansas,72031,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
AR0004,246,5041950200,Non-Metropolitan,2005,Hope Enterprise Corporation,"$200,000.00 ",Dumas,Dumas,AR,Arkansas,71639,Business Financing,NRE,NO,NO
AR0005,247,5041950200,Non-Metropolitan,2006,Hope Enterprise Corporation,"$1,690,383.00 ",Dumas,Dumas,AR,Arkansas,71639,Business Financing,NRE,NO,NO
AR0006,248,5143011300,Metropolitan,2005,"Heartland Renaissance Fund, LLC","$3,943,527.94 ",FAYETTEVILLE,Fayetteville,AR,Arkansas,72701,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
AR0007,249,5143011101,Metropolitan,2006,"Heartland Renaissance Fund, LLC","$2,000,000.00 ",FAYETTEVILLE,Fayetteville,AR,Arkansas,72702,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
AR0007,250,5143011101,Metropolitan,2006,"Heartland Renaissance Fund, LLC","$3,859,000.00 ",FAYETTEVILLE,Fayetteville,AR,Arkansas,72702,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
AR0008,251,5143011101,Metropolitan,2009,"Urban Research Park CDE, LLC","$7,936,500.00 ",Fayetteville,Fayetteville,AR,Arkansas,72701,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
AR0008,252,5143011101,Metropolitan,2009,"Urban Research Park CDE, LLC","$1,820,000.00 ",Fayetteville,Fayetteville,AR,Arkansas,72701,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
AR0008,253,5143011101,Metropolitan,2009,"Urban Research Park CDE, LLC","$2,243,500.00 ",Fayetteville,Fayetteville,AR,Arkansas,72701,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
AR0009,254,5051011602,Non-Metropolitan,2007,Hope Enterprise Corporation,"$433,290.00 ",Hot Springs,Hot Springs National Park,AR,Arkansas,71901,Business Financing,NRE,NO,NO
AR0009,255,5051011602,Non-Metropolitan,2007,Hope Enterprise Corporation,"$233,310.00 ",Hot Springs,Hot Springs National Park,AR,Arkansas,71901,Business Financing,NRE,NO,NO
AR0010,256,5051010800,Non-Metropolitan,2010,"Heartland Renaissance Fund, LLC","$10,972,265.00 ",Hot Springs,Hot Springs National Park,AR,Arkansas,71901,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
